job_id~job_title~company_name~company_location~pay_range~job_level~employment_type~job_posted_date~industry
3847781424~Data Analyst~Stripe~Canada~~Mid-Senior level~Full-time~2024-07-30 14:09:22~Software Development, Financial Services, and Technology, Information and Internet
3960939194~ICQA Data Analyst - Bolton, ON, YYZ7~Amazon~Bolton, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:10:31~Software Development
3996771309~Data Analyst~Runnymede Healthcare Centre~Toronto, Ontario, Canada~~Associate~Part-time~2024-08-09 14:10:31~Hospitals and Health Care
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-14 14:10:33~Internet Publishing
3987631471~Data Analyst~Apex Systems~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-06 14:10:35~Retail
3980261600~Business Data Analyst~Scotiabank~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:10:37~Banking
3971395541~Data Analyst Intern~Klue~Vancouver, British Columbia, Canada~CA$44,000.00/yr - CA$44,700.00/yr~Internship~Other~2024-07-14 14:10:38~Software Development
3960245908~Senior Data Analyst~LatentView Analytics~Toronto, Ontario, Canada~~Associate~Full-time~2024-08-07 14:10:40~Business Consulting and Services, IT Services and IT Consulting, and Information Services
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:10:40~Advertising Services
3967962890~ICQA Data Analyst~Amazon~Brampton, Ontario, Canada~~Not Applicable~Full-time~2024-07-30 14:10:45~Software Development
3960939194~ICQA Data Analyst - Bolton, ON, YYZ7~Amazon~Bolton, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:10:47~Software Development
3996771309~Data Analyst~Runnymede Healthcare Centre~Toronto, Ontario, Canada~~Associate~Part-time~2024-08-09 14:10:48~Hospitals and Health Care
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-14 14:10:49~Internet Publishing
3987631471~Data Analyst~Apex Systems~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-06 14:10:50~Retail
3980261600~Business Data Analyst~Scotiabank~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:10:51~Banking
3971395541~Data Analyst Intern~Klue~Vancouver, British Columbia, Canada~CA$44,000.00/yr - CA$44,700.00/yr~Internship~Other~2024-07-14 14:10:53~Software Development
3960245908~Senior Data Analyst~LatentView Analytics~Toronto, Ontario, Canada~~Associate~Full-time~2024-08-07 14:10:53~Business Consulting and Services, IT Services and IT Consulting, and Information Services
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:10:54~Advertising Services
3995193737~Staff Data Analyst~HelloFresh~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:10:56~Consumer Services
3960939194~ICQA Data Analyst - Bolton, ON, YYZ7~Amazon~Bolton, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:10:59~Software Development
3996771309~Data Analyst~Runnymede Healthcare Centre~Toronto, Ontario, Canada~~Associate~Part-time~2024-08-09 14:10:59~Hospitals and Health Care
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-14 14:11:00~Internet Publishing
3987631471~Data Analyst~Apex Systems~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-06 14:11:02~Retail
3980261600~Business Data Analyst~Scotiabank~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:11:03~Banking
3971395541~Data Analyst Intern~Klue~Vancouver, British Columbia, Canada~CA$44,000.00/yr - CA$44,700.00/yr~Internship~Other~2024-07-14 14:11:04~Software Development
3960245908~Senior Data Analyst~LatentView Analytics~Toronto, Ontario, Canada~~Associate~Full-time~2024-08-07 14:11:04~Business Consulting and Services, IT Services and IT Consulting, and Information Services
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:11:06~Advertising Services
3995193737~Staff Data Analyst~HelloFresh~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:11:07~Consumer Services
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:11:08~Financial Services, Insurance, and Research Services
3996771309~Data Analyst~Runnymede Healthcare Centre~Toronto, Ontario, Canada~~Associate~Part-time~2024-08-09 14:11:10~Hospitals and Health Care
3995193737~Staff Data Analyst~HelloFresh~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:11:13~Consumer Services
3960939194~ICQA Data Analyst - Bolton, ON, YYZ7~Amazon~Bolton, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:11:14~Software Development
3987631471~Data Analyst~Apex Systems~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-06 14:11:15~Retail
3980261600~Business Data Analyst~Scotiabank~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:11:16~Banking
3971395541~Data Analyst Intern~Klue~Vancouver, British Columbia, Canada~CA$44,000.00/yr - CA$44,700.00/yr~Internship~Other~2024-07-14 14:11:17~Software Development
3960245908~Senior Data Analyst~LatentView Analytics~Toronto, Ontario, Canada~~Associate~Full-time~2024-08-07 14:11:18~Business Consulting and Services, IT Services and IT Consulting, and Information Services
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:11:19~Advertising Services
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-14 14:11:19~Internet Publishing
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:11:20~Financial Services, Insurance, and Research Services
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-14 14:11:23~Internet Publishing
3987631471~Data Analyst~Apex Systems~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-06 14:11:24~Retail
3980261600~Business Data Analyst~Scotiabank~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:11:25~Banking
3971395541~Data Analyst Intern~Klue~Vancouver, British Columbia, Canada~CA$44,000.00/yr - CA$44,700.00/yr~Internship~Other~2024-07-14 14:11:27~Software Development
3960245908~Senior Data Analyst~LatentView Analytics~Toronto, Ontario, Canada~~Associate~Full-time~2024-08-07 14:11:27~Business Consulting and Services, IT Services and IT Consulting, and Information Services
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:11:28~Advertising Services
3995193737~Staff Data Analyst~HelloFresh~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:11:29~Consumer Services
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:11:30~Financial Services, Insurance, and Research Services
3997086654~Data Analyst (12 month contract)~DECIEM | THE ABNORMAL BEAUTY COMPANY~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:11:32~Research Services
3999161446~Data Analyst~Borrowell~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-12 14:11:33~Non-profit Organizations and Primary and Secondary Education
3987631471~Data Analyst~Apex Systems~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-06 14:11:36~Retail
3980261600~Business Data Analyst~Scotiabank~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:11:38~Banking
3971395541~Data Analyst Intern~Klue~Vancouver, British Columbia, Canada~CA$44,000.00/yr - CA$44,700.00/yr~Internship~Other~2024-07-14 14:11:39~Software Development
3960245908~Senior Data Analyst~LatentView Analytics~Toronto, Ontario, Canada~~Associate~Full-time~2024-08-07 14:11:40~Business Consulting and Services, IT Services and IT Consulting, and Information Services
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:11:40~Advertising Services
3995193737~Staff Data Analyst~HelloFresh~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:11:42~Consumer Services
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:11:44~Financial Services, Insurance, and Research Services
3997086654~Data Analyst (12 month contract)~DECIEM | THE ABNORMAL BEAUTY COMPANY~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:11:45~Research Services
3999161446~Data Analyst~Borrowell~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-12 14:11:47~Non-profit Organizations and Primary and Secondary Education
3994376014~BI & Data Analyst - Contract~OMERS~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-09 14:11:48~Financial Services
3980261600~Business Data Analyst~Scotiabank~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-11 14:11:50~Banking
3971395541~Data Analyst Intern~Klue~Vancouver, British Columbia, Canada~CA$44,000.00/yr - CA$44,700.00/yr~Internship~Other~2024-07-14 14:11:51~Software Development
3960245908~Senior Data Analyst~LatentView Analytics~Toronto, Ontario, Canada~~Associate~Full-time~2024-08-07 14:11:51~Business Consulting and Services, IT Services and IT Consulting, and Information Services
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:11:52~Advertising Services
3995193737~Staff Data Analyst~HelloFresh~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:11:53~Consumer Services
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:11:54~Financial Services, Insurance, and Research Services
3997086654~Data Analyst (12 month contract)~DECIEM | THE ABNORMAL BEAUTY COMPANY~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:11:55~Research Services
3999161446~Data Analyst~Borrowell~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-12 14:11:56~Non-profit Organizations and Primary and Secondary Education
3994376014~BI & Data Analyst - Contract~OMERS~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-09 14:11:57~Financial Services
3888466133~Data Analyst-DA - Canada~Zortech Solutions~Calgary, Alberta, Canada~~Entry level~Full-time~2024-04-15 14:11:58~IT Services and IT Consulting
3960245908~Senior Data Analyst~LatentView Analytics~Toronto, Ontario, Canada~~Associate~Full-time~2024-08-07 14:12:00~Business Consulting and Services, IT Services and IT Consulting, and Information Services
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:12:01~Advertising Services
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-14 14:12:01~Internet Publishing
3995193737~Staff Data Analyst~HelloFresh~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:12:02~Consumer Services
3997086654~Data Analyst (12 month contract)~DECIEM | THE ABNORMAL BEAUTY COMPANY~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:12:03~Research Services
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:12:04~Financial Services, Insurance, and Research Services
3994376014~BI & Data Analyst - Contract~OMERS~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-09 14:12:05~Financial Services
3888466133~Data Analyst-DA - Canada~Zortech Solutions~Calgary, Alberta, Canada~~Entry level~Full-time~2024-04-15 14:12:06~IT Services and IT Consulting
3999161446~Data Analyst~Borrowell~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-12 14:12:07~Non-profit Organizations and Primary and Secondary Education
3992615029~Data Analyst, Canada~Undertone by Perion~Canada~~Associate~Full-time~2024-08-06 14:12:08~Advertising Services and Technology, Information and Media
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:12:15~Advertising Services
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-14 14:12:16~Internet Publishing
3995193737~Staff Data Analyst~HelloFresh~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:12:17~Consumer Services
3997086654~Data Analyst (12 month contract)~DECIEM | THE ABNORMAL BEAUTY COMPANY~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:12:18~Research Services
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:12:19~Financial Services, Insurance, and Research Services
3994376014~BI & Data Analyst - Contract~OMERS~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-09 14:12:19~Financial Services
3888466133~Data Analyst-DA - Canada~Zortech Solutions~Calgary, Alberta, Canada~~Entry level~Full-time~2024-04-15 14:12:20~IT Services and IT Consulting
3999161446~Data Analyst~Borrowell~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-12 14:12:21~Non-profit Organizations and Primary and Secondary Education
3992615029~Data Analyst, Canada~Undertone by Perion~Canada~~Associate~Full-time~2024-08-06 14:12:22~Advertising Services and Technology, Information and Media
3967967037~ICQA Data Analyst~Amazon~Cambridge, Ontario, Canada~~Not Applicable~Full-time~2024-07-30 14:12:23~Software Development
3960245908~Senior Data Analyst~LatentView Analytics~Toronto, Ontario, Canada~~Associate~Full-time~2024-08-07 14:12:26~Business Consulting and Services, IT Services and IT Consulting, and Information Services
3969523560~Analyst, Data Solutions~Klick~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-06 14:12:26~Advertising Services
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-14 14:12:27~Internet Publishing
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:12:29~Financial Services, Insurance, and Research Services
3997086654~Data Analyst (12 month contract)~DECIEM | THE ABNORMAL BEAUTY COMPANY~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:12:29~Research Services
3994376014~BI & Data Analyst - Contract~OMERS~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-09 14:12:31~Financial Services
3888466133~Data Analyst-DA - Canada~Zortech Solutions~Calgary, Alberta, Canada~~Entry level~Full-time~2024-04-15 14:12:32~IT Services and IT Consulting
3992615029~Data Analyst, Canada~Undertone by Perion~Canada~~Associate~Full-time~2024-08-06 14:12:33~Advertising Services and Technology, Information and Media
3967967037~ICQA Data Analyst~Amazon~Cambridge, Ontario, Canada~~Not Applicable~Full-time~2024-07-30 14:12:36~Software Development
3998538042~Analyst, Data & Analytics~Canada Life~London, Ontario, Canada~~Not Applicable~Full-time~2024-08-13 08:12:36~Financial Services and Insurance
3995193737~Staff Data Analyst~HelloFresh~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 14:12:42~Consumer Services
3997086654~Data Analyst (12 month contract)~DECIEM | THE ABNORMAL BEAUTY COMPANY~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:12:43~Research Services
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:12:44~Financial Services, Insurance, and Research Services
3994376014~BI & Data Analyst - Contract~OMERS~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-09 14:12:45~Financial Services
3888466133~Data Analyst-DA - Canada~Zortech Solutions~Calgary, Alberta, Canada~~Entry level~Full-time~2024-04-15 14:12:46~IT Services and IT Consulting
3999161446~Data Analyst~Borrowell~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-12 14:12:47~Non-profit Organizations and Primary and Secondary Education
3992615029~Data Analyst, Canada~Undertone by Perion~Canada~~Associate~Full-time~2024-08-06 14:12:48~Advertising Services and Technology, Information and Media
3967967037~ICQA Data Analyst~Amazon~Cambridge, Ontario, Canada~~Not Applicable~Full-time~2024-07-30 14:12:49~Software Development
3998538042~Analyst, Data & Analytics~Canada Life~London, Ontario, Canada~~Not Applicable~Full-time~2024-08-13 08:12:50~Financial Services and Insurance
3818359941~Data Analyst~Epsilon Solutions Ltd.~Toronto, Ontario, Canada~~Entry level~Full-time~2024-02-15 14:12:50~IT Services and IT Consulting
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:12:55~Financial Services, Insurance, and Research Services
3997086654~Data Analyst (12 month contract)~DECIEM | THE ABNORMAL BEAUTY COMPANY~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:12:59~Research Services
3999161446~Data Analyst~Borrowell~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-12 14:13:00~Non-profit Organizations and Primary and Secondary Education
3994376014~BI & Data Analyst - Contract~OMERS~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-09 14:13:01~Financial Services
3888466133~Data Analyst-DA - Canada~Zortech Solutions~Calgary, Alberta, Canada~~Entry level~Full-time~2024-04-15 14:13:03~IT Services and IT Consulting
3988088927~Data Analyst~Robert Half~Ottawa, Ontario, Canada~CA$70,000.00/yr - CA$85,000.00/yr~Entry level~Full-time~2024-08-06 14:13:04~Staffing and Recruiting
3992615029~Data Analyst, Canada~Undertone by Perion~Canada~~Associate~Full-time~2024-08-06 14:13:05~Advertising Services and Technology, Information and Media
3967967037~ICQA Data Analyst~Amazon~Cambridge, Ontario, Canada~~Not Applicable~Full-time~2024-07-30 14:13:06~Software Development
3998538042~Analyst, Data & Analytics~Canada Life~London, Ontario, Canada~~Not Applicable~Full-time~2024-08-13 08:13:07~Financial Services and Insurance
3818359941~Data Analyst~Epsilon Solutions Ltd.~Toronto, Ontario, Canada~~Entry level~Full-time~2024-02-15 14:13:07~IT Services and IT Consulting
3952565822~Data Analyst~NMG Consulting~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-13 09:13:13~Financial Services, Insurance, and Research Services
3997086654~Data Analyst (12 month contract)~DECIEM | THE ABNORMAL BEAUTY COMPANY~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-09 14:13:14~Research Services
3994376014~BI & Data Analyst - Contract~OMERS~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-09 14:13:15~Financial Services
3888466133~Data Analyst-DA - Canada~Zortech Solutions~Calgary, Alberta, Canada~~Entry level~Full-time~2024-04-15 14:13:17~IT Services and IT Consulting
3992615029~Data Analyst, Canada~Undertone by Perion~Canada~~Associate~Full-time~2024-08-06 14:13:17~Advertising Services and Technology, Information and Media
3967967037~ICQA Data Analyst~Amazon~Cambridge, Ontario, Canada~~Not Applicable~Full-time~2024-07-30 14:13:19~Software Development
3998538042~Analyst, Data & Analytics~Canada Life~London, Ontario, Canada~~Not Applicable~Full-time~2024-08-13 08:13:20~Financial Services and Insurance
3818359941~Data Analyst~Epsilon Solutions Ltd.~Toronto, Ontario, Canada~~Entry level~Full-time~2024-02-15 14:13:21~IT Services and IT Consulting
3995439564~Business Data Analyst~Raise~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-10 14:13:23~Banking, Investment Banking, and Financial Services
3887688038~Data Analyst~Services SFT~Saint-Laurent, Manitoba, Canada~~Entry level~Full-time~2024-04-15 14:13:24~Non-profit Organizations and Primary and Secondary Education
3999161446~Data Analyst~Borrowell~Toronto, Ontario, Canada~~Entry level~Full-time~2024-08-12 14:13:29~Non-profit Organizations and Primary and Secondary Education
3994376014~BI & Data Analyst - Contract~OMERS~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-09 14:13:30~Financial Services
3888466133~Data Analyst-DA - Canada~Zortech Solutions~Calgary, Alberta, Canada~~Entry level~Full-time~2024-04-15 14:13:30~IT Services and IT Consulting
3988088927~Data Analyst~Robert Half~Ottawa, Ontario, Canada~CA$70,000.00/yr - CA$85,000.00/yr~Entry level~Full-time~2024-08-06 14:13:31~Staffing and Recruiting
3992615029~Data Analyst, Canada~Undertone by Perion~Canada~~Associate~Full-time~2024-08-06 14:13:34~Advertising Services and Technology, Information and Media
3967967037~ICQA Data Analyst~Amazon~Cambridge, Ontario, Canada~~Not Applicable~Full-time~2024-07-30 14:13:36~Software Development
